sync_product_id,product_name,sync_variant_id,color,size,sku,retail_price,currency
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193186","White","L","692CE38976AAF_White-L","33.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193187","White","XL","692CE38976AAF_White-XL","33.50","USD"
"405190886","FREEDOM Long Sleeve Tee can be styled with jeans for a casual look or worn with a blazer for a more classy business look while remaining in comfort. Made from 100% cotton and featuring a classic crew ","5083193188","White","2XL","692CE38976AAF_White-2XL","35.50","USD"
"403602928","Radiant Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a lo","5068282199","White","S","691F1CD21AF09_S","19.50","USD"
"403602928","Radiant Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a lo","5068282200","White","M","691F1CD21AF09_M","19.50","USD"
"403602928","Radiant Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a lo","5068282201","White","L","691F1CD21AF09_L","19.50","USD"
"403602928","Radiant Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a lo","5068282202","White","XL","691F1CD21AF09_XL","19.50","USD"
"403602928","Radiant Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a lo","5068282203","White","2XL","691F1CD21AF09_2XL","22.00","USD"
"403602928","Radiant Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a lo","5068282204","White","3XL","691F1CD21AF09_3XL","24.00","USD"
"403602928","Radiant Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a lo","5068282205","White","4XL","691F1CD21AF09_4XL","26.50","USD"
"403602928","Radiant Tee gives a structured look that elevates the basic t-shirt. Its sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a lo","5068282206","White","5XL","691F1CD21AF09_5XL","28.50","USD"
"403602685","Chosen Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5068280536","White","S","691F1C026EFC0_S","19.50","USD"
"403602685","Chosen Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5068280537","White","M","691F1C026EFC0_M","19.50","USD"
"403602685","Chosen Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5068280538","White","L","691F1C026EFC0_L","19.50","USD"
"403602685","Chosen Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5068280539","White","XL","691F1C026EFC0_XL","19.50","USD"
"403602685","Chosen Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5068280540","White","2XL","691F1C026EFC0_2XL","22.00","USD"
"403602685","Chosen Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5068280541","White","3XL","691F1C026EFC0_3XL","24.00","USD"
"403602685","Chosen Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5068280542","White","4XL","691F1C026EFC0_4XL","26.50","USD"
"403602685","Chosen Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5068280543","White","5XL","691F1C026EFC0_5XL","28.50","USD"
"403602399","Unshaken Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068277602","White","S","691F1AE85D41F_S","19.50","USD"
"403602399","Unshaken Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068277603","White","M","691F1AE85D41F_M","19.50","USD"
"403602399","Unshaken Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068277604","White","L","691F1AE85D41F_L","19.50","USD"
"403602399","Unshaken Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068277605","White","XL","691F1AE85D41F_XL","19.50","USD"
"403602399","Unshaken Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068277606","White","2XL","691F1AE85D41F_2XL","22.00","USD"
"403602399","Unshaken Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068277607","White","3XL","691F1AE85D41F_3XL","24.00","USD"
"403602399","Unshaken Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068277608","White","4XL","691F1AE85D41F_4XL","26.50","USD"
"403602399","Unshaken Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068277609","White","5XL","691F1AE85D41F_5XL","28.50","USD"
"403602081","Redeemed Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068275179","White","S","691F1A13F097D_S","19.50","USD"
"403602081","Redeemed Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068275180","White","M","691F1A13F097D_M","19.50","USD"
"403602081","Redeemed Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068275181","White","L","691F1A13F097D_L","19.50","USD"
"403602081","Redeemed Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068275182","White","XL","691F1A13F097D_XL","19.50","USD"
"403602081","Redeemed Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068275183","White","2XL","691F1A13F097D_2XL","22.00","USD"
"403602081","Redeemed Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068275184","White","3XL","691F1A13F097D_3XL","24.00","USD"
"403602081","Redeemed Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068275185","White","4XL","691F1A13F097D_4XL","26.50","USD"
"403602081","Redeemed Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068275186","White","5XL","691F1A13F097D_5XL","28.50","USD"
"403601375","Power Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068267508","White","S","691F1845466CD_S","19.50","USD"
"403601375","Power Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068267509","White","M","691F1845466CD_M","19.50","USD"
"403601375","Power Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068267510","White","L","691F1845466CD_L","19.50","USD"
"403601375","Power Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068267511","White","XL","691F1845466CD_XL","19.50","USD"
"403601375","Power Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068267512","White","2XL","691F1845466CD_2XL","22.00","USD"
"403601375","Power Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068267513","White","3XL","691F1845466CD_3XL","24.00","USD"
"403601375","Power Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068267514","White","4XL","691F1845466CD_4XL","26.50","USD"
"403601375","Power Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068267515","White","5XL","691F1845466CD_5XL","28.50","USD"
"403600962","Builder Tee's turdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068264291","White","S","691F16AC3CDBA_S","19.50","USD"
"403600962","Builder Tee's turdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068264292","White","M","691F16AC3CDBA_M","19.50","USD"
"403600962","Builder Tee's turdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068264293","White","L","691F16AC3CDBA_L","19.50","USD"
"403600962","Builder Tee's turdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068264294","White","XL","691F16AC3CDBA_XL","19.50","USD"
"403600962","Builder Tee's turdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068264295","White","2XL","691F16AC3CDBA_2XL","22.00","USD"
"403600962","Builder Tee's turdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068264296","White","3XL","691F16AC3CDBA_3XL","24.00","USD"
"403600962","Builder Tee's turdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068264297","White","4XL","691F16AC3CDBA_4XL","26.50","USD"
"403600962","Builder Tee's turdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5068264298","White","5XL","691F16AC3CDBA_5XL","28.50","USD"
"403264720","Watchman Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5065334801","White","S","691C1D2A8F5D9_S","18.50","USD"
"403264720","Watchman Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5065334807","White","M","691C1D2A8F5D9_M","18.50","USD"
"403264720","Watchman Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5065334812","White","L","691C1D2A8F5D9_L","18.50","USD"
"403264720","Watchman Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5065334818","White","XL","691C1D2A8F5D9_XL","18.50","USD"
"403264720","Watchman Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5065334823","White","2XL","691C1D2A8F5D9_2XL","21.00","USD"
"403264720","Watchman Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5065334830","White","3XL","691C1D2A8F5D9_3XL","23.00","USD"
"403264720","Watchman Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5065334838","White","4XL","691C1D2A8F5D9_4XL","25.00","USD"
"403264720","Watchman Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton.","5065334845","White","5XL","691C1D2A8F5D9_5XL","27.50","USD"
"403262589","Courageous Tee gives a structured look that keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5065324988","White","S","691C197A71BEA_S","18.50","USD"
"403262589","Courageous Tee gives a structured look that keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5065324989","White","M","691C197A71BEA_M","18.50","USD"
"403262589","Courageous Tee gives a structured look that keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5065324990","White","L","691C197A71BEA_L","18.50","USD"
"403262589","Courageous Tee gives a structured look that keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5065324991","White","XL","691C197A71BEA_XL","18.50","USD"
"403262589","Courageous Tee gives a structured look that keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5065324992","White","2XL","691C197A71BEA_2XL","21.00","USD"
"403262589","Courageous Tee gives a structured look that keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5065324993","White","3XL","691C197A71BEA_3XL","23.00","USD"
"403262589","Courageous Tee gives a structured look that keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5065324994","White","4XL","691C197A71BEA_4XL","25.00","USD"
"403262589","Courageous Tee gives a structured look that keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton","5065324995","White","5XL","691C197A71BEA_5XL","27.50","USD"
"403261853","Strength Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a long-lasting tee that feels timeless and chic.  100% Cotton.","5065317993","White","S","691C1788565DE_S","18.00","USD"
"403261853","Strength Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a long-lasting tee that feels timeless and chic.  100% Cotton.","5065317994","White","M","691C1788565DE_M","18.00","USD"
"403261853","Strength Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a long-lasting tee that feels timeless and chic.  100% Cotton.","5065317995","White","L","691C1788565DE_L","18.00","USD"
"403261853","Strength Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a long-lasting tee that feels timeless and chic.  100% Cotton.","5065317996","White","XL","691C1788565DE_XL","18.00","USD"
"403261853","Strength Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a long-lasting tee that feels timeless and chic.  100% Cotton.","5065317997","White","2XL","691C1788565DE_2XL","20.50","USD"
"403261853","Strength Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a long-lasting tee that feels timeless and chic.  100% Cotton.","5065317998","White","3XL","691C1788565DE_3XL","22.50","USD"
"403261853","Strength Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a long-lasting tee that feels timeless and chic.  100% Cotton.","5065317999","White","4XL","691C1788565DE_4XL","24.50","USD"
"403261853","Strength Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks for a long-lasting tee that feels timeless and chic.  100% Cotton.","5065318000","White","5XL","691C1788565DE_5XL","27.00","USD"
"402181469","Hat Hair Beanie's thick knit offers tons of warmth and comfort. ","5055669270","Red","One size","6913E0DF54D3C","15.00","USD"
"402037152","Joy Relaxed T-Shirt's soft and smooth fabric  as well as the relaxed fit will appeal to anyone looking for a comfy everyday t-shirt  or an addition to their business casual wardrobe. - Resilience Coll","5053547010","White","S","6912C960A9384_S","27.00","USD"
"402037152","Joy Relaxed T-Shirt's soft and smooth fabric  as well as the relaxed fit will appeal to anyone looking for a comfy everyday t-shirt  or an addition to their business casual wardrobe. - Resilience Coll","5053547011","White","M","6912C960A9384_M","27.00","USD"
"402037152","Joy Relaxed T-Shirt's soft and smooth fabric  as well as the relaxed fit will appeal to anyone looking for a comfy everyday t-shirt  or an addition to their business casual wardrobe. - Resilience Coll","5053547012","White","L","6912C960A9384_L","27.00","USD"
"402037152","Joy Relaxed T-Shirt's soft and smooth fabric  as well as the relaxed fit will appeal to anyone looking for a comfy everyday t-shirt  or an addition to their business casual wardrobe. - Resilience Coll","5053547013","White","XL","6912C960A9384_XL","27.00","USD"
"402037152","Joy Relaxed T-Shirt's soft and smooth fabric  as well as the relaxed fit will appeal to anyone looking for a comfy everyday t-shirt  or an addition to their business casual wardrobe. - Resilience Coll","5053547014","White","2XL","6912C960A9384_2XL","29.50","USD"
"402037152","Joy Relaxed T-Shirt's soft and smooth fabric  as well as the relaxed fit will appeal to anyone looking for a comfy everyday t-shirt  or an addition to their business casual wardrobe. - Resilience Coll","5053547015","White","3XL","6912C960A9384_3XL","32.00","USD"
"402034024","Seasonal Joy Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton ","5053532583","Red","XS","6912C34C062BF_XS","19.50","USD"
"402034024","Seasonal Joy Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton ","5053532584","Red","S","6912C34C062BF_S","19.50","USD"
"402034024","Seasonal Joy Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton ","5053532585","Red","M","6912C34C062BF_M","19.50","USD"
"402034024","Seasonal Joy Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton ","5053532586","Red","L","6912C34C062BF_L","19.50","USD"
"402034024","Seasonal Joy Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton ","5053532587","Red","XL","6912C34C062BF_XL","19.50","USD"
"402034024","Seasonal Joy Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton ","5053532588","Red","2XL","6912C34C062BF_2XL","22.00","USD"
"402034024","Seasonal Joy Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton ","5053532589","Red","3XL","6912C34C062BF_3XL","24.00","USD"
"402034024","Seasonal Joy Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton ","5053532591","Red","4XL","6912C34C062BF_4XL","26.00","USD"
"402034024","Seasonal Joy Tee's sturdy cotton fabric keeps edges crisp  holds shape through repeated washes  and layers perfectly for streetwear looks. 100% Cotton ","5053532592","Red","5XL","6912C34C062BF_5XL","28.50","USD"
